Bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_range
3,1.75,[1094-1294],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1954,98148,[1152-1402],[8451-8850],[200000-300000)
3,3,[3908-4108],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],[916-1066],1986,98077,[3160-3410],[13651-14050],[900000-1000000)
4,2.25,[1697-1897],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2007,98056,[2407-2657],[4851-5250],[400000-500000)
7,3.25,[4310-4510],[8030-8780],2,0,Very Poor,OK,Average Quality And Design,[2540-2789],>= 1671,1986,98106,[1654-1904],[8851-9250],[400000-500000)
3,1.75,[1496-1696],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1978,98092,[1403-1653],[7651-8050],[200000-300000)
5,2.75,[3305-3505],[21510-37540],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],[1067-1217],1975,98072,[2407-2657],[13651-14050],[600000-700000)
4,2.5,[2099-2299],[8781-9531],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1985,98092,[1905-2155],[8051-8450],[300000-400000)
3,2,[1898-2098],>=54863,1,0,Very Poor,Excellent,Good Quality And Desgin,[1790-2039],NoBasement,1954,98007,[2156-2406],[9651-10050],[700000-800000)
5,2.75,[2099-2299],[4275-5025],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[916-1066],1978,98118,[1152-1402],[6451-6850],[300000-400000)
2,1,[1094-1294],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1913,98136,[1403-1653],[6851-7250],[200000-300000)
3,1,[1295-1495],[8030-8780],1.5,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1949,98125,[1403-1653],[8051-8450],[300000-400000)
3,1.5,[1094-1294],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1977,98023,[1403-1653],[7251-7650],[100000-200000)
2,1,[893-1093],[3524-4274],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1909,98144,[1403-1653],[4051-4450],[300000-400000)
3,1,[1094-1294],[8030-8780],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1958,98058,[1152-1402],[7651-8050],[100000-200000)
3,1.75,[1697-1897],[10283-11870],1,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],NoBasement,1972,98031,[1905-2155],[13651-14050],[200000-300000)
3,2,[1295-1495],[6528-7278],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,1983,98092,[1654-1904],[6851-7250],[200000-300000)
4,3,[3104-3304],[10283-11870],1,0,Good,OK,Good Quality And Desgin,[1790-2039],[1218-1368],1991,98070,[2156-2406],[13251-13650],[500000-600000)
3,1.5,[1697-1897],[14751-21509],1,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1966,98059,[1654-1904],[13651-14050],[300000-400000)
4,3,[2099-2299],[7279-8029],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,1957,98198,[1654-1904],[8851-9250],[300000-400000)
3,1.75,[1094-1294],[3524-4274],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[161-311],1916,98107,[1403-1653],[3851-4050],[400000-500000)
2,1,[1295-1495],[5026-5776],1.5,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,1912,98119,[1654-1904],[3451-3650],[800000-900000)
4,1.75,[2300-2500],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],[765-915],1978,98011,[1654-1904],[8051-8450],[400000-500000)
5,2.5,[2702-2902],[3524-4274],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],[614-764],1910,98102,[1152-1402],[1051-1250],[1200000-1300000)
4,2.75,[2903-3103],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[2790-3039],NoBasement,2014,98028,[2407-2657],[7251-7650],[500000-600000)
2,1,[692-892],[9532-10282],1,0,Very Poor,Good,Bad Quality And Design,[540-789],NoBasement,1942,98168,[901-1151],[9651-10050],[200000-300000)
3,2.5,[1697-1897],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2013,98065,[1654-1904],[3251-3450],[400000-500000)
4,2.5,[2099-2299],[21510-37540],1,0,Poor,Good,Good Quality And Desgin,[1290-1539],[765-915],1962,98166,[2407-2657],[13651-14050],[500000-600000)
3,1.5,[2702-2902],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[1218-1368],1951,98056,[2156-2406],[9651-10050],[200000-300000)
2,1.75,[1496-1696],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[614-764],1940,98112,[1905-2155],[3851-4050],[700000-800000)
4,2,[1496-1696],[8030-8780],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2001,98019,[1905-2155],[9251-9650],[300000-400000)
3,2.25,[1697-1897],[7279-8029],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1978,98058,[1654-1904],[7251-7650],[200000-300000)
4,3.5,[3104-3304],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],[765-915],2007,98055,[2658-2908],[4451-4850],[400000-500000)
3,1,[692-892],[5026-5776],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1945,98038,[1403-1653],[12451-12850],[100000-200000)
4,1.75,[3506-3706],[10283-11870],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],>= 1671,1965,98005,[2407-2657],[10051-10450],[700000-800000)
5,3,[2300-2500],[6528-7278],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[916-1066],1986,98052,[1905-2155],[7251-7650],[500000-600000)
3,2.25,[1496-1696],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1977,98031,[1654-1904],[7651-8050],[200000-300000)
2,1,[1094-1294],[7279-8029],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1948,98055,[2156-2406],[6851-7250],[200000-300000)
5,1.75,[1898-2098],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[916-1066],1965,98133,[1403-1653],[3651-3850],[400000-500000)
2,1.5,[2300-2500],>=54863,2,0,Very Poor,OK,Very High Quality and Design,[2290-2539],NoBasement,2005,98045,[3662-3912],[13651-14050],[1000000-1100000)
3,2.5,[2702-2902],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1998,98056,[2658-2908],[7251-7650],[500000-600000)
4,3.25,[3104-3304],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2004,98075,[2909-3159],[6051-6450],[700000-800000)
3,1.75,[1898-2098],[37541-54862],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1985,98042,[2407-2657],[13651-14050],[400000-500000)
4,3.5,>=4511,[37541-54862],2,0,Very Poor,OK,Very High Quality and Design,[3540-3789],[1369-1519],2004,98029,[3662-3912],[13651-14050],[1400000-1500000)
4,2.5,[2099-2299],[6528-7278],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,2002,98059,[2156-2406],[5251-5650],[400000-500000)
3,1,[1496-1696],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1952,98004,[1905-2155],[8051-8450],[900000-1000000)
4,2.25,[1898-2098],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[463-613],1960,98188,[1905-2155],[10051-10450],[300000-400000)
4,2.5,[3104-3304],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],[765-915],2000,98118,[1654-1904],[7651-8050],[500000-600000)
3,1.75,[2099-2299],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1990,98045,[2156-2406],[13651-14050],[400000-500000)
2,2.25,[893-1093],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[790-1039],<=160,2005,98102,[1152-1402],[1051-1250],[400000-500000)
4,3,[1496-1696],[2021-3523],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[614-764],1918,98107,[1152-1402],[4851-5250],[600000-700000)
4,1,[1697-1897],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[614-764],1977,98052,[1654-1904],[7251-7650],[400000-500000)
5,2,[2300-2500],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[1369-1519],1963,98034,[1905-2155],[9651-10050],[400000-500000)
3,2.5,[1295-1495],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[312-462],1983,98031,[1654-1904],[7251-7650],[200000-300000)
2,1,[893-1093],[3524-4274],1,0,Very Poor,OK,Good Quality And Desgin,[790-1039],NoBasement,1981,98038,[1403-1653],[3251-3450],[100000-200000)
3,2,[1697-1897],[8030-8780],2,0,OK,OK,Average Quality And Design,[1540-1789],NoBasement,1927,98033,[1654-1904],[8851-9250],[600000-700000)
4,2,[1496-1696],[9532-10282],1,0,Very Poor,OK,Bad Quality And Design,[1540-1789],NoBasement,1950,98168,[1654-1904],[8851-9250],[100000-200000)
2,1.5,[1496-1696],[3524-4274],1,0,OK,OK,Good Quality And Desgin,[1040-1289],[161-311],1941,98126,[1654-1904],[3651-3850],[500000-600000)
3,1.5,[1094-1294],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1963,98031,[1654-1904],[8451-8850],[200000-300000)
3,1.75,[1295-1495],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1968,98022,[1654-1904],[8051-8450],[200000-300000)
4,2,>=4511,[21510-37540],1,0,Very Poor,Good,Good Quality And Desgin,[3040-3289],>= 1671,1964,98032,[1905-2155],[10851-11250],[500000-600000)
2,2.5,[1496-1696],[2021-3523],2,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],NoBasement,1987,98033,[1403-1653],[2251-2450],[400000-500000)
3,2.5,[2300-2500],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[916-1066],1961,98103,[2407-2657],[4851-5250],[900000-1000000)
4,1.75,[1697-1897],[37541-54862],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1961,98031,[2658-2908],[13651-14050],[300000-400000)
5,3.25,[2903-3103],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2012,98056,[2407-2657],[7651-8050],[600000-700000)
3,4.5,[3908-4108],[21510-37540],2,0,OK,OK,Good Quality And Desgin,[3040-3289],[614-764],1977,98034,[2407-2657],[13651-14050],[1400000-1500000)
4,3,[1898-2098],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,2012,98002,[1905-2155],[3251-3450],[200000-300000)
3,1,[893-1093],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[790-1039],<=160,1930,98116,[901-1151],[4451-4850],[500000-600000)
3,2.5,[2099-2299],[2021-3523],3,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[312-462],2013,98112,[1152-1402],[3851-4050],[900000-1000000)
3,2.5,[1697-1897],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2003,98065,[1654-1904],[4051-4450],[300000-400000)
4,1.75,[1898-2098],[2021-3523],1.5,0,Very Poor,Good,Bad Quality And Design,[1040-1289],[765-915],1926,98105,[1905-2155],[3651-3850],[500000-600000)
5,1,[1697-1897],[2021-3523],1.5,0,Very Poor,OK,Average Quality And Design,[1290-1539],[312-462],1921,98103,[1905-2155],[3451-3650],[700000-800000)
4,1.75,[3104-3304],[7279-8029],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],[1067-1217],1959,98177,[1654-1904],[8051-8450],[400000-500000)
2,2.5,[1094-1294],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2006,98103,[1152-1402],[2851-3050],[300000-400000)
2,1,[893-1093],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1923,98117,[1654-1904],[4051-4450],[500000-600000)
3,2,[2702-2902],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2004,98045,[1905-2155],[13651-14050],[400000-500000)
2,1,[1094-1294],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[161-311],1948,98125,[1905-2155],[8851-9250],[400000-500000)
3,1.75,[2099-2299],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[1067-1217],1948,98125,[2156-2406],[7651-8050],[400000-500000)
3,1.5,[1496-1696],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1956,98004,[2156-2406],[10051-10450],[700000-800000)
3,1.75,[1496-1696],[9532-10282],1,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],NoBasement,1957,98008,[1654-1904],[9651-10050],[500000-600000)
3,1.75,[1697-1897],[5026-5776],1,0,Very Poor,Good,Good Quality And Desgin,[790-1039],[765-915],1941,98119,[1654-1904],[5251-5650],[700000-800000)
5,3.5,[3506-3706],>=54863,2,0,Very Poor,OK,Average Quality And Design,[2290-2539],[1067-1217],1999,98019,[1905-2155],[13651-14050],[400000-500000)
5,3,[2099-2299],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[765-915],2013,98168,[1905-2155],[7651-8050],[300000-400000)
3,2.25,[2903-3103],>=54863,1,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[614-764],1989,98053,[2909-3159],[13651-14050],[800000-900000)
3,2,[893-1093],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1984,98031,[1403-1653],[7651-8050],[200000-300000)
3,2.25,[1094-1294],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],<=160,2009,98199,[1152-1402],[851-1050],[400000-500000)
3,2.5,[4310-4510],[21510-37540],2,0,Very Poor,OK,Very High Quality and Design,>=4290,NoBasement,1992,98033,[3662-3912],[13651-14050],[1500000-1600000)
4,3,[2300-2500],[2021-3523],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[1067-1217],1964,98107,[1403-1653],[3651-3850],[600000-700000)
4,2.25,[2099-2299],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1969,98008,[2658-2908],[9251-9650],[500000-600000)
4,2.5,>=4511,[14751-21509],2,0,Very Poor,Good,Very High Quality and Design,>=4290,NoBasement,1991,98023,[3411-3661],[13651-14050],[500000-600000)
5,2.25,[2099-2299],[9532-10282],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,1990,98055,[2156-2406],[11251-11650],[300000-400000)
4,1.75,[2099-2299],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],[614-764],1962,98133,[1654-1904],[7251-7650],[300000-400000)
3,3.25,[3104-3304],[21510-37540],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[1369-1519],1984,98065,[1905-2155],[13251-13650],[500000-600000)
4,1,[1898-2098],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[463-613],1948,98166,[1905-2155],[10451-10850],[300000-400000)
2,1.75,[1094-1294],[4275-5025],1,0,Very Poor,Poor,Average Quality And Design,[790-1039],[161-311],1925,98107,[1403-1653],[4851-5250],[600000-700000)
2,1,[893-1093],[8030-8780],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1940,98168,[1152-1402],[12451-12850],[100000-200000)
3,2,[1094-1294],[5026-5776],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],[312-462],1937,98115,[1403-1653],[5651-6050],[400000-500000)
3,2.5,[1496-1696],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2000,98027,[1654-1904],[2851-3050],[400000-500000)
3,1,[893-1093],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1960,98030,[901-1151],[9251-9650],[200000-300000)
4,2.5,[2099-2299],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2003,98034,[2156-2406],[3651-3850],[500000-600000)
2,1.5,[692-892],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[790-1039],<=160,2004,98103,[1654-1904],[1251-1450],[300000-400000)
3,2.5,[2501-2701],[4275-5025],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[1067-1217],1940,98105,[2407-2657],[5251-5650],[1000000-1100000)
3,1,[1295-1495],[1270-2020],1.5,0,Very Poor,Excellent,Good Quality And Desgin,[1290-1539],NoBasement,1909,98112,[1654-1904],[3851-4050],[600000-700000)
4,2.5,[1898-2098],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,2007,98038,[1905-2155],[4051-4450],[300000-400000)
3,2,[1295-1495],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1987,98042,[1152-1402],[7651-8050],[200000-300000)
2,1,[692-892],[4275-5025],1,0,Very Poor,OK,Bad Quality And Design,[540-789],[161-311],1929,98115,[1654-1904],[6451-6850],[300000-400000)
4,2.5,[2702-2902],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[765-915],1925,98112,[2156-2406],[5251-5650],[1100000-1200000)
4,2.75,[2300-2500],[37541-54862],1,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1985,98038,[2658-2908],[13651-14050],[300000-400000)
3,2,[1898-2098],[21510-37540],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1992,98056,[1905-2155],[7251-7650],[300000-400000)
3,1.75,[1898-2098],[9532-10282],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],[614-764],1952,98155,[1403-1653],[8451-8850],[500000-600000)
2,1,[893-1093],[14751-21509],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1953,98011,[1152-1402],[11251-11650],[300000-400000)
4,2.75,[2903-3103],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],[1218-1368],1998,98002,[2156-2406],[6451-6850],[200000-300000)
2,1,[692-892],[2021-3523],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1924,98103,[1403-1653],[2851-3050],[500000-600000)
3,2,[1295-1495],[2021-3523],1,0,Very Poor,Excellent,Average Quality And Design,[540-789],[614-764],1912,98144,[1152-1402],[3051-3250],[400000-500000)
4,1.5,[2300-2500],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[1218-1368],1966,98106,[1403-1653],[9251-9650],[300000-400000)
4,2.5,[2501-2701],[5777-6527],1.5,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[765-915],1975,98115,[1905-2155],[5251-5650],[600000-700000)
2,1,[692-892],[8030-8780],1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1949,98155,[1152-1402],[8051-8450],[200000-300000)
4,3.5,[2903-3103],[5026-5776],1,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],[1218-1368],1949,98115,[1152-1402],[5251-5650],[700000-800000)
4,2.5,[1697-1897],[5777-6527],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[765-915],1940,98115,[1152-1402],[6051-6450],[400000-500000)
3,1.75,[1094-1294],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1962,98056,[1403-1653],[9651-10050],[300000-400000)
5,2.75,[2099-2299],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[765-915],1991,98118,[1905-2155],[6051-6450],[300000-400000)
3,1.75,[1496-1696],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1952,98199,[1403-1653],[6051-6450],[600000-700000)
4,2.5,[3104-3304],[3524-4274],3,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2008,98034,[2658-2908],[4051-4450],[800000-900000)
3,1.75,[3305-3505],[10283-11870],1.5,0,Very Poor,Excellent,Good Quality And Desgin,[3290-3539],NoBasement,1974,98058,[2156-2406],[8051-8450],[400000-500000)
5,1.75,[1898-2098],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1958,98002,[1654-1904],[11251-11650],[200000-300000)
3,2.5,[1697-1897],[6528-7278],2,0,Very Poor,Excellent,Average Quality And Design,[1540-1789],NoBasement,1966,98052,[1654-1904],[7251-7650],[500000-600000)
3,1.5,[893-1093],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1968,98042,[1152-1402],[9251-9650],[200000-300000)
3,1.75,[1697-1897],[6528-7278],1,0,OK,OK,Good Quality And Desgin,[1790-2039],NoBasement,1951,98126,[1152-1402],[5651-6050],[400000-500000)
2,2,[1496-1696],>=54863,1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1950,98072,[1905-2155],[13651-14050],[900000-1000000)
4,2.5,[2099-2299],[8030-8780],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[614-764],1990,98092,[2156-2406],[7651-8050],[200000-300000)
4,2.5,[2702-2902],[8781-9531],2,0,Very Poor,OK,Average Quality And Design,[2790-3039],NoBasement,2006,98065,[2407-2657],[4851-5250],[500000-600000)
3,2.5,[1697-1897],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1981,98034,[1403-1653],[4851-5250],[300000-400000)
3,1,[893-1093],[5777-6527],1,0,Very Poor,Poor,Bad Quality And Design,[1040-1289],NoBasement,1950,98168,[901-1151],[6051-6450],[100000-200000)
5,2.5,[1697-1897],[9532-10282],1.5,0,Very Poor,OK,Bad Quality And Design,[1540-1789],NoBasement,1925,98106,[1152-1402],[7251-7650],[200000-300000)
3,1,[1094-1294],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1978,98045,[1152-1402],[10051-10450],[200000-300000)
3,1.5,[893-1093],[9532-10282],1,0,Very Poor,Excellent,Bad Quality And Design,[790-1039],NoBasement,1959,98056,[1152-1402],[8851-9250],[100000-200000)
2,1,[692-892],[2021-3523],1,0,OK,OK,Average Quality And Design,[540-789],NoBasement,1923,98102,[1403-1653],[3851-4050],[400000-500000)
2,1,[893-1093],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1947,98125,[1152-1402],[6051-6450],[300000-400000)
4,1.75,[1496-1696],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1976,98125,[1403-1653],[9251-9650],[300000-400000)
3,2,[1697-1897],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[614-764],1942,98115,[1654-1904],[4851-5250],[600000-700000)
