pos,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_range
154,3814700200,3,2.25,[2300-2500],[5777-6527],2,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,1985,98030,[2156-2406],[6851-7250],[300000-400000)
155,9407000230,3,1,[1496-1696],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1971,98045,[1403-1653],[10451-10850],[200000-300000)
156,1332200110,4,2.5,[2099-2299],[8030-8780],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,1998,98031,[2407-2657],[8451-8850],[300000-400000)
157,7663700759,3,1.5,[1496-1696],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1969,98125,[1654-1904],[8851-9250],[300000-400000)
158,7202330330,3,2.5,[1496-1696],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2003,98053,[1403-1653],[3051-3250],[400000-500000)
159,3327750020,3,1,[893-1093],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1968,98052,[1403-1653],[8051-8450],[300000-400000)
160,6821100125,2,1,[893-1093],[4275-5025],1,0,Very Poor,Good,Bad Quality And Design,[540-789],<=160,1944,98199,[1152-1402],[5251-5650],[500000-600000)
161,9477920120,4,2.5,[3104-3304],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[3040-3289],NoBasement,2000,98059,[2909-3159],[5251-5650],[500000-600000)
162,8943600430,3,2.5,[2099-2299],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2008,98031,[1654-1904],[3851-4050],[300000-400000)
163,8029740060,5,2.75,[1898-2098],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[614-764],2002,98056,[1905-2155],[4051-4450],[300000-400000)
164,109200730,3,1.75,[1697-1897],[7279-8029],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[463-613],1979,98023,[1905-2155],[7251-7650],[200000-300000)
165,723069013,2,1,[1295-1495],[37541-54862],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[161-311],1965,98027,[1654-1904],[13651-14050],[200000-300000)
166,7880000060,3,2.25,[2501-2701],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1986,98027,[2909-3159],[13651-14050],[600000-700000)
167,7011201550,4,2,[2501-2701],[4275-5025],1,0,OK,OK,Good Quality And Desgin,[1290-1539],[1067-1217],1953,98119,[1905-2155],[3451-3650],[700000-800000)
168,5021900175,3,1.75,[1496-1696],[10283-11870],1,0,Very Poor,Excellent,Bad Quality And Design,[540-789],[765-915],1947,98040,[1905-2155],[10451-10850],[500000-600000)
169,8928100025,4,1.5,[1898-2098],[5777-6527],1.5,0,Poor,OK,Average Quality And Design,[1540-1789],[161-311],1944,98115,[1654-1904],[6051-6450],[700000-800000)
170,1323089056,2,1.75,[1496-1696],>=54863,1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1995,98045,[1403-1653],[13651-14050],[400000-500000)
171,985000955,4,2,[1496-1696],[8781-9531],2,0,Very Poor,Excellent,Bad Quality And Design,[1540-1789],NoBasement,1942,98168,[1403-1653],[9651-10050],[200000-300000)
172,2622059062,3,3.25,[4310-4510],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,>=4290,NoBasement,2005,98042,[2658-2908],[13651-14050],[700000-800000)
173,5550300175,2,1,[692-892],[5777-6527],1,0,Very Poor,Good,Bad Quality And Design,[540-789],NoBasement,1943,98126,[901-1151],[6051-6450],[200000-300000)
174,5458800425,3,1.75,[1898-2098],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1958,98040,[2156-2406],[9651-10050],[700000-800000)
175,2421059125,4,2.5,[2702-2902],>=54863,1,0,Very Poor,Excellent,Good Quality And Desgin,[2040-2289],[614-764],1984,98092,[2658-2908],[13651-14050],[500000-600000)
176,2473450870,3,2.25,[2300-2500],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1979,98058,[2156-2406],[9651-10050],[300000-400000)
177,9473200105,2,1,[2099-2299],[4275-5025],1.5,0,Very Poor,OK,Average Quality And Design,[1290-1539],[614-764],1911,98103,[1152-1402],[4451-4850],[400000-500000)
178,9826701794,3,3,[1496-1696],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2001,98122,[1905-2155],[1851-2050],[300000-400000)
179,4058800930,3,1.75,[2300-2500],[5777-6527],1,0,Good,OK,Average Quality And Design,[1040-1289],[1067-1217],1954,98178,[1905-2155],[6051-6450],[300000-400000)
180,1556200155,3,2,[1496-1696],[3524-4274],1.5,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,1905,98122,[1403-1653],[3651-3850],[600000-700000)
181,1118001408,5,4.75,>=4511,[11871-14750],2,0,Very Poor,Good,Good Quality And Desgin,>=4290,[312-462],1941,98112,[3662-3912],[11251-11650],[2500000-2600000)
182,5706201360,5,1.5,[1697-1897],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1967,98027,[1403-1653],[12851-13250],[400000-500000)
183,3582200200,3,1,[2300-2500],[14751-21509],1,0,Very Poor,Good,Average Quality And Design,[1790-2039],[463-613],1940,98028,[2156-2406],[7251-7650],[400000-500000)
184,1223039290,4,2.5,[2099-2299],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1993,98146,[1654-1904],[11651-12050],[400000-500000)
185,9557300570,3,2.25,[1697-1897],[6528-7278],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[312-462],1972,98008,[1905-2155],[7251-7650],[500000-600000)
186,5556300076,3,2.25,[2501-2701],[9532-10282],2.5,0,OK,Good,Good Quality And Desgin,[2540-2789],NoBasement,1987,98052,[2407-2657],[13651-14050],[1400000-1500000)
187,2011400019,5,2.5,[2501-2701],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[1067-1217],1964,98198,[2156-2406],[11651-12050],[200000-300000)
188,7312200120,3,2.25,[1697-1897],[9532-10282],2,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],NoBasement,1983,98056,[1654-1904],[9651-10050],[400000-500000)
189,7883605915,3,1,[893-1093],[5777-6527],1.5,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1900,98108,[1152-1402],[5651-6050],[300000-400000)
190,1118000340,5,3.75,>=4511,[10283-11870],2,0,Very Poor,Good,Very High Quality and Design,[3290-3539],[1067-1217],1927,98112,[3662-3912],[8851-9250],[3000000-3100000)
191,6446200190,4,2.75,[2501-2701],[21510-37540],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[916-1066],1978,98029,[2407-2657],[13651-14050],[500000-600000)
192,7575610250,3,2.25,[1496-1696],[7279-8029],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[312-462],1986,98003,[1403-1653],[5651-6050],[200000-300000)
193,9388100015,3,2.5,[2702-2902],[14751-21509],2,0,OK,OK,Good Quality And Desgin,[1790-2039],[614-764],1978,98034,[2658-2908],[13651-14050],[700000-800000)
194,8854100130,5,3.5,[3104-3304],[10283-11870],1,0,Very Poor,Excellent,Good Quality And Desgin,[1540-1789],[1520-1670],1974,98011,[2909-3159],[11651-12050],[600000-700000)
195,9264940130,4,2.25,[2300-2500],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1987,98023,[2407-2657],[10851-11250],[300000-400000)
196,5089700260,4,2.25,[2099-2299],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1978,98055,[2156-2406],[7651-8050],[200000-300000)
197,1442880260,3,2.5,[2099-2299],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2013,98045,[2156-2406],[5251-5650],[400000-500000)
198,3558900590,6,1.75,[2099-2299],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[765-915],1969,98034,[1905-2155],[8451-8850],[300000-400000)
199,8122100392,2,1,[692-892],[5026-5776],1,0,Very Poor,Good,Bad Quality And Design,[540-789],NoBasement,1942,98126,[1152-1402],[4851-5250],[200000-300000)
200,1556200005,5,1,[2501-2701],[4275-5025],2.5,0,Very Poor,Good,Good Quality And Desgin,[2540-2789],NoBasement,1905,98122,[1403-1653],[3851-4050],[800000-900000)
201,2493200455,2,1,[692-892],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[540-789],NoBasement,1943,98136,[1152-1402],[4451-4850],[200000-300000)
202,2586800270,4,1,[1094-1294],[7279-8029],1.5,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1925,98146,[1152-1402],[7251-7650],[400000-500000)
203,7857000861,4,1,[1496-1696],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1957,98108,[1403-1653],[6051-6450],[300000-400000)
204,9485940290,4,2.25,[2300-2500],[21510-37540],1,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,1983,98042,[2407-2657],[13651-14050],[400000-500000)
205,4039500610,3,1.75,[1295-1495],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1961,98008,[1403-1653],[7651-8050],[400000-500000)
206,2138800060,3,1.75,[1697-1897],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1962,98133,[1654-1904],[8851-9250],[400000-500000)
207,5104511840,4,3,[2702-2902],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2003,98038,[2658-2908],[6451-6850],[400000-500000)
208,5021900050,3,2,[1697-1897],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1951,98040,[1905-2155],[11651-12050],[800000-900000)
209,6804600550,4,2.25,[2501-2701],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1980,98011,[1905-2155],[9251-9650],[400000-500000)
210,7625701935,2,1,[692-892],[3524-4274],1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1943,98136,[901-1151],[5651-6050],[300000-400000)
211,1795500060,3,1,[893-1093],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1962,98042,[1152-1402],[8451-8850],[100000-200000)
212,3375300150,3,2.5,[1697-1897],[8781-9531],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1983,98003,[1654-1904],[8451-8850],[200000-300000)
213,2028700575,3,2,[1295-1495],[2021-3523],1.5,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1915,98117,[1403-1653],[2851-3050],[500000-600000)
214,3205200240,4,1.75,[1295-1495],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1967,98056,[1905-2155],[8051-8450],[400000-500000)
215,4389201064,3,1.5,[1496-1696],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1954,98004,[3160-3410],[9651-10050],[800000-900000)
216,1604602050,3,2.5,[1496-1696],[2021-3523],2,0,OK,OK,Good Quality And Desgin,[1040-1289],[463-613],2005,98118,[1403-1653],[4051-4450],[400000-500000)
217,1760650290,3,2.5,[1898-2098],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,2013,98042,[2156-2406],[4051-4450],[300000-400000)
218,9290850760,4,2.5,[2702-2902],[21510-37540],1,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1989,98052,[3411-3661],[13651-14050],[800000-900000)
219,8039900360,3,2.25,[1898-2098],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,1961,98045,[1654-1904],[13651-14050],[300000-400000)
220,3902100150,5,2,[2099-2299],[4275-5025],1.5,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1938,98116,[1152-1402],[4451-4850],[400000-500000)
221,795000765,2,1,[692-892],[5026-5776],1.5,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1947,98168,[901-1151],[5251-5650],[0-100000)
222,7562100065,3,2,[1094-1294],[5026-5776],1,0,Very Poor,Excellent,Bad Quality And Design,[1040-1289],NoBasement,1902,98118,[1152-1402],[6051-6450],[200000-300000)
223,3629980860,4,2.75,[2300-2500],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2005,98029,[2407-2657],[4051-4450],[600000-700000)
224,2159900120,2,2.5,[1295-1495],[2021-3523],2,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],NoBasement,1985,98007,[1403-1653],[2051-2250],[400000-500000)
225,5014600210,4,2.5,[2903-3103],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2006,98059,[2658-2908],[5251-5650],[700000-800000)
226,126059018,4,2.25,[1697-1897],[10283-11870],2,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],NoBasement,1964,98072,[1905-2155],[13651-14050],[300000-400000)
227,824059324,4,3.5,[3707-3907],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],[765-915],2008,98004,[1905-2155],[9651-10050],[1400000-1500000)
228,1284000010,4,1.75,[1496-1696],[37541-54862],1,0,Good,Good,Bad Quality And Design,[1540-1789],NoBasement,1967,98022,[1654-1904],[13651-14050],[300000-400000)
229,1338300010,3,2.25,[2501-2701],[3524-4274],1.5,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[312-462],1910,98112,[2909-3159],[4051-4450],[800000-900000)
230,1042700270,4,3.25,[3305-3505],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2014,98074,[2909-3159],[5251-5650],[800000-900000)
231,1964700054,3,2.5,[1496-1696],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2008,98102,[1654-1904],[1851-2050],[900000-1000000)
232,7937600395,4,3.5,>=4511,[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],>= 1671,2004,98058,[2156-2406],[13651-14050],[700000-800000)
233,8682310460,2,1.75,[1295-1495],[4275-5025],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2008,98053,[1654-1904],[4451-4850],[400000-500000)
234,3649100674,3,2.5,[2300-2500],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2003,98028,[2156-2406],[11651-12050],[500000-600000)
235,7203102140,2,1,[1094-1294],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2008,98053,[1152-1402],[2451-2650],[300000-400000)
236,922059169,6,4.25,>=4511,>=54863,2,0,Very Poor,Good,Good Quality And Desgin,>=4290,[312-462],1991,98031,[2407-2657],[10051-10450],[800000-900000)
237,8651500710,4,2.5,[2099-2299],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1983,98074,[2156-2406],[12051-12450],[600000-700000)
238,3271300345,3,3,[2702-2902],[5777-6527],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[1218-1368],1953,98199,[2407-2657],[5651-6050],[1000000-1100000)
239,7893203450,3,1,[1295-1495],[11871-14750],1,0,Very Poor,Good,Bad Quality And Design,[1290-1539],NoBasement,1956,98198,[1152-1402],[7251-7650],[200000-300000)
240,2379300340,4,2.5,[1898-2098],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2000,98030,[1905-2155],[6051-6450],[300000-400000)
241,1839920180,3,2.25,[1496-1696],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1969,98034,[1654-1904],[7251-7650],[400000-500000)
242,1721800190,2,1.5,[1295-1495],[5777-6527],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],[463-613],1945,98146,[1152-1402],[6051-6450],[300000-400000)
243,8832900780,5,2,[1697-1897],[21510-37540],1,0,Poor,OK,Good Quality And Desgin,[1540-1789],[161-311],1959,98028,[1905-2155],[12451-12850],[400000-500000)
244,8035350260,5,3.5,[2903-3103],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],[765-915],2003,98019,[2909-3159],[8051-8450],[400000-500000)
245,2826049070,3,2.5,[2099-2299],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2003,98125,[1654-1904],[7251-7650],[500000-600000)
246,524059063,5,5,[4310-4510],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[3790-4039],[463-613],2013,98004,[2407-2657],[10051-10450],[1800000-1900000)
247,2025069065,4,2.5,[3506-3706],[8030-8780],1,1,Excellent,OK,Good Quality And Desgin,[1790-2039],>= 1671,2000,98074,[2909-3159],[13651-14050],[2400000-2500000)
248,4468400211,3,2.25,[1094-1294],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],NoBasement,2008,98133,[1152-1402],[851-1050],[200000-300000)
249,1257200060,4,1.75,[1697-1897],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[916-1066],1924,98115,[1403-1653],[4051-4450],[500000-600000)
250,2595300155,4,1.5,[2099-2299],[8030-8780],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,1935,98136,[1152-1402],[8051-8450],[500000-600000)
251,6126601445,3,1.75,[1898-2098],[5026-5776],1,0,OK,Good,Average Quality And Design,[790-1039],[916-1066],1947,98126,[1152-1402],[5251-5650],[400000-500000)
252,1330910370,4,3,[4310-4510],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,>=4290,NoBasement,1984,98053,[2407-2657],[13651-14050],[800000-900000)
253,6071000030,5,2.75,[2903-3103],[21510-37540],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[1369-1519],1975,98006,[2909-3159],[12051-12450],[600000-700000)
254,7214800240,4,2.25,[2501-2701],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1978,98072,[2407-2657],[10851-11250],[500000-600000)
255,4206901200,4,1.5,[2099-2299],[3524-4274],1.5,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[161-311],1925,98105,[1905-2155],[3851-4050],[700000-800000)
256,7954310210,4,2.5,[2903-3103],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2001,98056,[2658-2908],[6051-6450],[600000-700000)
257,4233400480,3,2,[1094-1294],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1994,98010,[1654-1904],[9651-10050],[200000-300000)
258,1424069110,4,2.5,[2501-2701],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2011,98029,[2407-2657],[5651-6050],[600000-700000)
259,6852700097,3,3.25,[1496-1696],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[312-462],2005,98102,[1654-1904],[2851-3050],[600000-700000)
260,2215900180,3,2.5,[1496-1696],[6528-7278],2,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1992,98038,[1403-1653],[8451-8850],[200000-300000)
261,3586500630,2,1.75,[2099-2299],[21510-37540],1,0,OK,Good,Good Quality And Desgin,[2040-2289],NoBasement,1952,98177,[2909-3159],[13651-14050],[800000-900000)
262,7560000050,3,3.5,[2300-2500],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],[463-613],2000,98005,[2407-2657],[3251-3450],[700000-800000)
263,7283900010,3,1,[893-1093],[6528-7278],1,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1916,98133,[1403-1653],[6851-7250],[300000-400000)
264,9416400020,3,2.75,[2099-2299],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2002,98074,[2658-2908],[5651-6050],[500000-600000)
265,3451000206,3,1.75,[2099-2299],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[765-915],1948,98146,[1403-1653],[13251-13650],[300000-400000)
266,2767603535,3,1.75,[1295-1495],[4275-5025],2,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1901,98107,[1152-1402],[4451-4850],[600000-700000)
267,7660100236,3,2.5,[1295-1495],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[790-1039],[312-462],2008,98144,[1152-1402],[1251-1450],[300000-400000)
268,5016001260,2,1,[692-892],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1980,98112,[1152-1402],[3851-4050],[400000-500000)
269,9828200187,2,1,[692-892],[1270-2020],1,0,Very Poor,OK,Average Quality And Design,[540-789],NoBasement,1908,98122,[1403-1653],[2251-2450],[300000-400000)
270,3889100029,3,2.5,[2501-2701],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2003,98033,[2407-2657],[8851-9250],[800000-900000)
271,1862400132,2,1,[893-1093],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1952,98117,[901-1151],[5251-5650],[300000-400000)
272,11200070,3,2.5,[1496-1696],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,1998,98007,[1403-1653],[4051-4450],[500000-600000)
273,1473120390,4,2.5,[2501-2701],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1992,98058,[2658-2908],[8851-9250],[400000-500000)
274,3626039250,2,1,[893-1093],[5777-6527],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1942,98103,[1403-1653],[6051-6450],[200000-300000)
275,2960900045,3,1.75,[2300-2500],[5777-6527],1.5,0,Very Poor,Good,Average Quality And Design,[1540-1789],[614-764],1940,98126,[1403-1653],[3851-4050],[600000-700000)
276,7697860130,3,2,[1295-1495],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1985,98030,[1654-1904],[6851-7250],[200000-300000)
277,880000211,3,1.75,[1094-1294],<=1269,2,0,Very Poor,OK,Average Quality And Design,[790-1039],[312-462],2011,98106,[1152-1402],[1051-1250],[200000-300000)
278,5559200170,4,2,[2300-2500],[21510-37540],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],[614-764],1949,98023,[1905-2155],[13651-14050],[300000-400000)
279,3751601785,3,2.5,[2501-2701],[14751-21509],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2006,98001,[1403-1653],[13651-14050],[500000-600000)
